# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 2.000e-04, 2.000e-04 m
# PONI: 1.995e-01, 2.016e-01 m
# Distance Sample to Detector: 1.79502286468 m
# Rotations: -0.004483 0.004646 0.000019 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 1795.060 mm
# Center: x=1048.052, y=1039.198 pix
# Tilt: 0.370 deg  TiltPlanRot: 46.021 deg
# 
# Wavelength: 1.4235e-11
# Polarization factor: None
# Normalization factor: 1.0
# --> /Volumes/desy/desy_2018/TiAlNi/TiAlNi_1-00301.txt
#       2th_deg             I 
  1.604714e-01    1.035532e+01
  1.635874e-01    1.037420e+01
  1.667033e-01    1.219641e+01
  1.698193e-01    1.596200e+01
  1.729352e-01    1.838321e+01
  1.760512e-01    2.010028e+01
  1.791671e-01    2.123366e+01
  1.822831e-01    2.250321e+01
  1.853990e-01    2.535936e+01
  1.885150e-01    2.679174e+01
  1.916309e-01    2.887040e+01
  1.947469e-01    3.095869e+01
  1.978628e-01    3.339528e+01
  2.009788e-01    3.527535e+01
  2.040947e-01    3.687933e+01
  2.072107e-01    3.803183e+01
  2.103266e-01    3.944558e+01
  2.134426e-01    4.039126e+01
  2.165585e-01    4.198630e+01
  2.196745e-01    4.443260e+01
  2.227904e-01    4.640126e+01
  2.259064e-01    4.853382e+01
  2.290223e-01    5.086233e+01
  2.321383e-01    5.287604e+01
  2.352542e-01    5.454512e+01
  2.383702e-01    5.652824e+01
  2.414861e-01    5.814387e+01
  2.446021e-01    6.011976e+01
  2.477180e-01    6.192493e+01
  2.508340e-01    5.860941e+01
  2.539499e-01    5.814098e+01
  2.570659e-01    6.156640e+01
  2.601818e-01    6.538039e+01
  2.632978e-01    6.806656e+01
  2.664137e-01    6.963303e+01
  2.695297e-01    7.200140e+01
  2.726456e-01    7.467883e+01
  2.757616e-01    7.704025e+01
  2.788775e-01    7.902251e+01
  2.819935e-01    8.043491e+01
  2.851094e-01    8.192634e+01
  2.882254e-01    8.303651e+01
  2.913413e-01    8.494136e+01
  2.944573e-01    8.649609e+01
  2.975732e-01    8.826890e+01
  3.006892e-01    8.965267e+01
  3.038051e-01    9.090235e+01
  3.069211e-01    9.098624e+01
  3.100370e-01    9.177620e+01
  3.131530e-01    9.330888e+01
  3.162689e-01    9.433805e+01
  3.193849e-01    9.489283e+01
  3.225008e-01    9.624371e+01
  3.256168e-01    9.791036e+01
  3.287327e-01    9.932570e+01
  3.318487e-01    1.016306e+02
  3.349646e-01    1.036622e+02
  3.380806e-01    1.054485e+02
  3.411965e-01    1.065702e+02
  3.443125e-01    1.087844e+02
  3.474284e-01    1.104650e+02
  3.505444e-01    1.116382e+02
  3.536603e-01    1.134018e+02
  3.567763e-01    1.154297e+02
  3.598922e-01    1.175190e+02
  3.630082e-01    1.191974e+02
  3.661241e-01    1.200056e+02
  3.692401e-01    1.214934e+02
  3.723560e-01    1.238909e+02
  3.754720e-01    1.264059e+02
  3.785879e-01    1.281204e+02
  3.817039e-01    1.290302e+02
  3.848198e-01    1.303546e+02
  3.879358e-01    1.318215e+02
  3.910517e-01    1.330651e+02
  3.941677e-01    1.345801e+02
  3.972836e-01    1.357452e+02
  4.003996e-01    1.378384e+02
  4.035155e-01    1.396004e+02
  4.066315e-01    1.419366e+02
  4.097474e-01    1.436793e+02
  4.128634e-01    1.450258e+02
  4.159793e-01    1.469223e+02
  4.190953e-01    1.489320e+02
  4.222112e-01    1.508979e+02
  4.253272e-01    1.529299e+02
  4.284431e-01    1.545452e+02
  4.315591e-01    1.555674e+02
  4.346750e-01    1.571156e+02
  4.377910e-01    1.599419e+02
  4.409069e-01    1.624966e+02
  4.440229e-01    1.650025e+02
  4.471388e-01    1.665526e+02
  4.502548e-01    1.678379e+02
  4.533707e-01    1.693836e+02
  4.564867e-01    1.716106e+02
  4.596026e-01    1.737908e+02
  4.627186e-01    1.754733e+02
  4.658345e-01    1.779228e+02
  4.689505e-01    1.800374e+02
  4.720664e-01    1.824864e+02
  4.751824e-01    1.841505e+02
  4.782983e-01    1.857883e+02
  4.814143e-01    1.874321e+02
  4.845302e-01    1.885363e+02
  4.876462e-01    1.903724e+02
  4.907621e-01    1.909253e+02
  4.938781e-01    1.916975e+02
  4.969940e-01    1.921491e+02
  5.001100e-01    1.917072e+02
  5.032259e-01    1.912818e+02
  5.063419e-01    1.912428e+02
  5.094578e-01    1.924712e+02
  5.125738e-01    1.930405e+02
  5.156897e-01    1.930714e+02
  5.188057e-01    1.925170e+02
  5.219216e-01    1.920376e+02
  5.250376e-01    1.924510e+02
  5.281535e-01    1.933890e+02
  5.312695e-01    1.943245e+02
  5.343854e-01    1.949170e+02
  5.375014e-01    1.947238e+02
  5.406173e-01    1.949509e+02
  5.437333e-01    1.959867e+02
  5.468492e-01    1.965862e+02
  5.499652e-01    1.972325e+02
  5.530811e-01    1.974645e+02
  5.561971e-01    1.974037e+02
  5.593130e-01    1.974175e+02
  5.624290e-01    1.974514e+02
  5.655449e-01    1.972665e+02
  5.686609e-01    1.963155e+02
  5.717768e-01    1.960470e+02
  5.748928e-01    1.956563e+02
  5.780087e-01    1.953080e+02
  5.811247e-01    1.945552e+02
  5.842406e-01    1.945616e+02
  5.873566e-01    1.939758e+02
  5.904725e-01    1.931501e+02
  5.935885e-01    1.930378e+02
  5.967044e-01    1.925676e+02
  5.998204e-01    1.926384e+02
  6.029363e-01    1.928071e+02
  6.060523e-01    1.936580e+02
  6.091682e-01    1.932054e+02
  6.122842e-01    1.932769e+02
  6.154001e-01    1.931951e+02
  6.185161e-01    1.932500e+02
  6.216320e-01    1.930054e+02
  6.247480e-01    1.931486e+02
  6.278639e-01    1.932919e+02
  6.309799e-01    1.928936e+02
  6.340958e-01    1.920570e+02
  6.372118e-01    1.921410e+02
  6.403277e-01    1.928685e+02
  6.434437e-01    1.929646e+02
  6.465596e-01    1.930493e+02
  6.496756e-01    1.920171e+02
  6.527915e-01    1.921372e+02
  6.559075e-01    1.913575e+02
  6.590234e-01    1.919525e+02
  6.621394e-01    1.915793e+02
  6.652553e-01    1.923652e+02
  6.683713e-01    1.914550e+02
  6.714872e-01    1.905143e+02
  6.746032e-01    1.900955e+02
  6.777191e-01    1.903633e+02
  6.808351e-01    1.908472e+02
  6.839510e-01    1.906058e+02
  6.870670e-01    1.903568e+02
  6.901829e-01    1.902494e+02
  6.932989e-01    1.907443e+02
  6.964148e-01    1.905437e+02
  6.995308e-01    1.902747e+02
  7.026467e-01    1.898163e+02
  7.057627e-01    1.896816e+02
  7.088786e-01    1.890696e+02
  7.119946e-01    1.891616e+02
  7.151105e-01    1.894319e+02
  7.182265e-01    1.901058e+02
  7.213424e-01    1.899679e+02
  7.244584e-01    1.896217e+02
  7.275743e-01    1.885877e+02
  7.306903e-01    1.883847e+02
  7.338062e-01    1.885875e+02
  7.369222e-01    1.884591e+02
  7.400381e-01    1.879725e+02
  7.431541e-01    1.882285e+02
  7.462700e-01    1.885046e+02
  7.493860e-01    1.885667e+02
  7.525019e-01    1.875764e+02
  7.556179e-01    1.869257e+02
  7.587338e-01    1.864361e+02
  7.618498e-01    1.864789e+02
  7.649657e-01    1.863268e+02
  7.680817e-01    1.853089e+02
  7.711976e-01    1.845931e+02
  7.743136e-01    1.836009e+02
  7.774295e-01    1.834406e+02
  7.805455e-01    1.834581e+02
  7.836614e-01    1.835551e+02
  7.867774e-01    1.831535e+02
  7.898933e-01    1.830340e+02
  7.930093e-01    1.826929e+02
  7.961252e-01    1.831293e+02
  7.992412e-01    1.834243e+02
  8.023571e-01    1.835188e+02
  8.054731e-01    1.824278e+02
  8.085890e-01    1.814528e+02
  8.117050e-01    1.805983e+02
  8.148209e-01    1.804583e+02
  8.179369e-01    1.792139e+02
  8.210528e-01    1.791104e+02
  8.241688e-01    1.795145e+02
  8.272847e-01    1.797645e+02
  8.304007e-01    1.796220e+02
  8.335166e-01    1.794513e+02
  8.366326e-01    1.788536e+02
  8.397485e-01    1.786289e+02
  8.428645e-01    1.787974e+02
  8.459804e-01    1.785146e+02
  8.490964e-01    1.776536e+02
  8.522123e-01    1.771353e+02
  8.553283e-01    1.766610e+02
  8.584442e-01    1.760603e+02
  8.615602e-01    1.755505e+02
  8.646761e-01    1.754241e+02
  8.677921e-01    1.752931e+02
  8.709080e-01    1.749110e+02
  8.740240e-01    1.748398e+02
  8.771399e-01    1.743410e+02
  8.802559e-01    1.737513e+02
  8.833718e-01    1.733015e+02
  8.864878e-01    1.733305e+02
  8.896037e-01    1.730610e+02
  8.927197e-01    1.728408e+02
  8.958356e-01    1.722951e+02
  8.989516e-01    1.725270e+02
  9.020675e-01    1.718529e+02
  9.051835e-01    1.715454e+02
  9.082994e-01    1.712340e+02
  9.114154e-01    1.711797e+02
  9.145313e-01    1.707845e+02
  9.176473e-01    1.705068e+02
  9.207632e-01    1.694039e+02
  9.238792e-01    1.690263e+02
  9.269951e-01    1.689915e+02
  9.301111e-01    1.692988e+02
  9.332270e-01    1.689346e+02
  9.363430e-01    1.687717e+02
  9.394589e-01    1.684115e+02
  9.425749e-01    1.680321e+02
  9.456908e-01    1.677010e+02
  9.488068e-01    1.674034e+02
  9.519227e-01    1.668275e+02
  9.550387e-01    1.667449e+02
  9.581546e-01    1.668674e+02
  9.612706e-01    1.668291e+02
  9.643865e-01    1.661049e+02
  9.675025e-01    1.651912e+02
  9.706184e-01    1.643540e+02
  9.737344e-01    1.640459e+02
  9.768503e-01    1.639915e+02
  9.799663e-01    1.639159e+02
  9.830822e-01    1.638010e+02
  9.861982e-01    1.634244e+02
  9.893141e-01    1.625985e+02
  9.924301e-01    1.625181e+02
  9.955460e-01    1.627063e+02
  9.986620e-01    1.623831e+02
  1.001778e+00    1.618934e+02
  1.004894e+00    1.609002e+02
  1.008010e+00    1.601151e+02
  1.011126e+00    1.594531e+02
  1.014242e+00    1.591118e+02
  1.017358e+00    1.589324e+02
  1.020474e+00    1.587611e+02
  1.023590e+00    1.582647e+02
  1.026706e+00    1.576677e+02
  1.029821e+00    1.574556e+02
  1.032937e+00    1.570031e+02
  1.036053e+00    1.565026e+02
  1.039169e+00    1.555977e+02
  1.042285e+00    1.557189e+02
  1.045401e+00    1.558668e+02
  1.048517e+00    1.558971e+02
  1.051633e+00    1.554449e+02
  1.054749e+00    1.548150e+02
  1.057865e+00    1.545185e+02
  1.060981e+00    1.546343e+02
  1.064097e+00    1.544467e+02
  1.067213e+00    1.540779e+02
  1.070329e+00    1.533785e+02
  1.073445e+00    1.531100e+02
  1.076561e+00    1.525779e+02
  1.079677e+00    1.525582e+02
  1.082793e+00    1.518959e+02
  1.085909e+00    1.516437e+02
  1.089025e+00    1.514173e+02
  1.092140e+00    1.513429e+02
  1.095256e+00    1.508523e+02
  1.098372e+00    1.507458e+02
  1.101488e+00    1.501427e+02
  1.104604e+00    1.495007e+02
  1.107720e+00    1.487897e+02
  1.110836e+00    1.489254e+02
  1.113952e+00    1.492000e+02
  1.117068e+00    1.487704e+02
  1.120184e+00    1.480072e+02
  1.123300e+00    1.472902e+02
  1.126416e+00    1.469836e+02
  1.129532e+00    1.469370e+02
  1.132648e+00    1.473251e+02
  1.135764e+00    1.471003e+02
  1.138880e+00    1.463739e+02
  1.141996e+00    1.456469e+02
  1.145112e+00    1.453837e+02
  1.148228e+00    1.454559e+02
  1.151344e+00    1.456376e+02
  1.154459e+00    1.449913e+02
  1.157575e+00    1.443768e+02
  1.160691e+00    1.442786e+02
  1.163807e+00    1.444379e+02
  1.166923e+00    1.446854e+02
  1.170039e+00    1.445721e+02
  1.173155e+00    1.442406e+02
  1.176271e+00    1.433695e+02
  1.179387e+00    1.427057e+02
  1.182503e+00    1.421643e+02
  1.185619e+00    1.421267e+02
  1.188735e+00    1.416282e+02
  1.191851e+00    1.412039e+02
  1.194967e+00    1.407463e+02
  1.198083e+00    1.404770e+02
  1.201199e+00    1.406704e+02
  1.204315e+00    1.407738e+02
  1.207431e+00    1.409096e+02
  1.210547e+00    1.408435e+02
  1.213663e+00    1.406816e+02
  1.216778e+00    1.406534e+02
  1.219894e+00    1.410046e+02
  1.223010e+00    1.412498e+02
  1.226126e+00    1.407997e+02
  1.229242e+00    1.401575e+02
  1.232358e+00    1.396769e+02
  1.235474e+00    1.393828e+02
  1.238590e+00    1.393467e+02
  1.241706e+00    1.392115e+02
  1.244822e+00    1.388001e+02
  1.247938e+00    1.385960e+02
  1.251054e+00    1.380550e+02
  1.254170e+00    1.379878e+02
  1.257286e+00    1.373695e+02
  1.260402e+00    1.368662e+02
  1.263518e+00    1.362529e+02
  1.266634e+00    1.361220e+02
  1.269750e+00    1.358216e+02
  1.272866e+00    1.358530e+02
  1.275982e+00    1.362515e+02
  1.279097e+00    1.359950e+02
  1.282213e+00    1.354071e+02
  1.285329e+00    1.351922e+02
  1.288445e+00    1.348211e+02
  1.291561e+00    1.344449e+02
  1.294677e+00    1.342097e+02
  1.297793e+00    1.341274e+02
  1.300909e+00    1.339936e+02
  1.304025e+00    1.338586e+02
  1.307141e+00    1.334976e+02
  1.310257e+00    1.331780e+02
  1.313373e+00    1.333455e+02
  1.316489e+00    1.337328e+02
  1.319605e+00    1.347166e+02
  1.322721e+00    1.354665e+02
  1.325837e+00    1.358500e+02
  1.328953e+00    1.354826e+02
  1.332069e+00    1.344632e+02
  1.335185e+00    1.332984e+02
  1.338301e+00    1.322994e+02
  1.341416e+00    1.320566e+02
  1.344532e+00    1.315354e+02
  1.347648e+00    1.309518e+02
  1.350764e+00    1.304066e+02
  1.353880e+00    1.303367e+02
  1.356996e+00    1.301540e+02
  1.360112e+00    1.298903e+02
  1.363228e+00    1.293730e+02
  1.366344e+00    1.290511e+02
  1.369460e+00    1.286599e+02
  1.372576e+00    1.287235e+02
  1.375692e+00    1.283902e+02
  1.378808e+00    1.285157e+02
  1.381924e+00    1.285414e+02
  1.385040e+00    1.284691e+02
  1.388156e+00    1.279705e+02
  1.391272e+00    1.278710e+02
  1.394388e+00    1.276172e+02
  1.397504e+00    1.276932e+02
  1.400619e+00    1.274795e+02
  1.403735e+00    1.272307e+02
  1.406851e+00    1.269936e+02
  1.409967e+00    1.269728e+02
  1.413083e+00    1.264949e+02
  1.416199e+00    1.264398e+02
  1.419315e+00    1.264670e+02
  1.422431e+00    1.262965e+02
  1.425547e+00    1.259231e+02
  1.428663e+00    1.256354e+02
  1.431779e+00    1.254122e+02
  1.434895e+00    1.250627e+02
  1.438011e+00    1.245900e+02
  1.441127e+00    1.243278e+02
  1.444243e+00    1.247458e+02
  1.447359e+00    1.248327e+02
  1.450475e+00    1.243807e+02
  1.453591e+00    1.237469e+02
  1.456707e+00    1.232794e+02
  1.459823e+00    1.229536e+02
  1.462938e+00    1.228207e+02
  1.466054e+00    1.225065e+02
  1.469170e+00    1.223542e+02
  1.472286e+00    1.220582e+02
  1.475402e+00    1.222084e+02
  1.478518e+00    1.223419e+02
  1.481634e+00    1.223737e+02
  1.484750e+00    1.221915e+02
  1.487866e+00    1.219927e+02
  1.490982e+00    1.220183e+02
  1.494098e+00    1.220184e+02
  1.497214e+00    1.221605e+02
  1.500330e+00    1.222310e+02
  1.503446e+00    1.221192e+02
  1.506562e+00    1.213441e+02
  1.509678e+00    1.203815e+02
  1.512794e+00    1.198423e+02
  1.515910e+00    1.199311e+02
  1.519026e+00    1.202954e+02
  1.522142e+00    1.199562e+02
  1.525257e+00    1.194739e+02
  1.528373e+00    1.189048e+02
  1.531489e+00    1.185760e+02
  1.534605e+00    1.180879e+02
  1.537721e+00    1.183349e+02
  1.540837e+00    1.187506e+02
  1.543953e+00    1.188441e+02
  1.547069e+00    1.188860e+02
  1.550185e+00    1.186137e+02
  1.553301e+00    1.183967e+02
  1.556417e+00    1.185592e+02
  1.559533e+00    1.187543e+02
  1.562649e+00    1.187201e+02
  1.565765e+00    1.184683e+02
  1.568881e+00    1.184995e+02
  1.571997e+00    1.189735e+02
  1.575113e+00    1.196284e+02
  1.578229e+00    1.205413e+02
  1.581345e+00    1.218857e+02
  1.584461e+00    1.222443e+02
  1.587576e+00    1.210888e+02
  1.590692e+00    1.193622e+02
  1.593808e+00    1.181939e+02
  1.596924e+00    1.181729e+02
  1.600040e+00    1.189202e+02
  1.603156e+00    1.198579e+02
  1.606272e+00    1.214594e+02
  1.609388e+00    1.224136e+02
  1.612504e+00    1.221752e+02
  1.615620e+00    1.209080e+02
  1.618736e+00    1.197060e+02
  1.621852e+00    1.183443e+02
  1.624968e+00    1.176268e+02
  1.628084e+00    1.182748e+02
  1.631200e+00    1.210555e+02
  1.634316e+00    1.269736e+02
  1.637432e+00    1.364509e+02
  1.640548e+00    1.482084e+02
  1.643664e+00    1.572657e+02
  1.646780e+00    1.582083e+02
  1.649895e+00    1.508141e+02
  1.653011e+00    1.393604e+02
  1.656127e+00    1.283437e+02
  1.659243e+00    1.213038e+02
  1.662359e+00    1.174359e+02
  1.665475e+00    1.157594e+02
  1.668591e+00    1.146892e+02
  1.671707e+00    1.139428e+02
  1.674823e+00    1.136348e+02
  1.677939e+00    1.134483e+02
  1.681055e+00    1.136454e+02
  1.684171e+00    1.135736e+02
  1.687287e+00    1.133269e+02
  1.690403e+00    1.128005e+02
  1.693519e+00    1.126641e+02
  1.696635e+00    1.123911e+02
  1.699751e+00    1.121348e+02
  1.702867e+00    1.121661e+02
  1.705983e+00    1.123318e+02
  1.709099e+00    1.127436e+02
  1.712214e+00    1.134254e+02
  1.715330e+00    1.140328e+02
  1.718446e+00    1.144057e+02
  1.721562e+00    1.143468e+02
  1.724678e+00    1.144964e+02
  1.727794e+00    1.148918e+02
  1.730910e+00    1.162952e+02
  1.734026e+00    1.183963e+02
  1.737142e+00    1.219847e+02
  1.740258e+00    1.263105e+02
  1.743374e+00    1.297778e+02
  1.746490e+00    1.312195e+02
  1.749606e+00    1.303801e+02
  1.752722e+00    1.270415e+02
  1.755838e+00    1.228453e+02
  1.758954e+00    1.188648e+02
  1.762070e+00    1.155993e+02
  1.765186e+00    1.134193e+02
  1.768302e+00    1.119116e+02
  1.771418e+00    1.110545e+02
  1.774533e+00    1.111344e+02
  1.777649e+00    1.112590e+02
  1.780765e+00    1.114150e+02
  1.783881e+00    1.117445e+02
  1.786997e+00    1.124470e+02
  1.790113e+00    1.146390e+02
  1.793229e+00    1.179608e+02
  1.796345e+00    1.215131e+02
  1.799461e+00    1.234918e+02
  1.802577e+00    1.245223e+02
  1.805693e+00    1.231790e+02
  1.808809e+00    1.200282e+02
  1.811925e+00    1.156460e+02
  1.815041e+00    1.128012e+02
  1.818157e+00    1.111955e+02
  1.821273e+00    1.108927e+02
  1.824389e+00    1.108347e+02
  1.827505e+00    1.110281e+02
  1.830621e+00    1.110797e+02
  1.833737e+00    1.108633e+02
  1.836852e+00    1.106948e+02
  1.839968e+00    1.106858e+02
  1.843084e+00    1.106637e+02
  1.846200e+00    1.105608e+02
  1.849316e+00    1.110761e+02
  1.852432e+00    1.129975e+02
  1.855548e+00    1.173995e+02
  1.858664e+00    1.284834e+02
  1.861780e+00    1.518707e+02
  1.864896e+00    1.943199e+02
  1.868012e+00    2.465636e+02
  1.871128e+00    2.881163e+02
  1.874244e+00    2.965321e+02
  1.877360e+00    2.653525e+02
  1.880476e+00    2.139269e+02
  1.883592e+00    1.655804e+02
  1.886708e+00    1.347941e+02
  1.889824e+00    1.199125e+02
  1.892940e+00    1.132919e+02
  1.896056e+00    1.104969e+02
  1.899171e+00    1.093235e+02
  1.902287e+00    1.093004e+02
  1.905403e+00    1.102717e+02
  1.908519e+00    1.117546e+02
  1.911635e+00    1.128321e+02
  1.914751e+00    1.134429e+02
  1.917867e+00    1.135550e+02
  1.920983e+00    1.124320e+02
  1.924099e+00    1.103883e+02
  1.927215e+00    1.085297e+02
  1.930331e+00    1.074051e+02
  1.933447e+00    1.071312e+02
  1.936563e+00    1.068224e+02
  1.939679e+00    1.063552e+02
  1.942795e+00    1.062341e+02
  1.945911e+00    1.058954e+02
  1.949027e+00    1.055736e+02
  1.952143e+00    1.053883e+02
  1.955259e+00    1.056005e+02
  1.958375e+00    1.057300e+02
  1.961490e+00    1.062457e+02
  1.964606e+00    1.079036e+02
  1.967722e+00    1.108086e+02
  1.970838e+00    1.151032e+02
  1.973954e+00    1.206464e+02
  1.977070e+00    1.257685e+02
  1.980186e+00    1.282078e+02
  1.983302e+00    1.276584e+02
  1.986418e+00    1.237290e+02
  1.989534e+00    1.184683e+02
  1.992650e+00    1.132030e+02
  1.995766e+00    1.097594e+02
  1.998882e+00    1.077935e+02
  2.001998e+00    1.066298e+02
  2.005114e+00    1.058444e+02
  2.008230e+00    1.051379e+02
  2.011346e+00    1.044029e+02
  2.014462e+00    1.041576e+02
  2.017578e+00    1.047384e+02
  2.020694e+00    1.050922e+02
  2.023809e+00    1.051267e+02
  2.026925e+00    1.052506e+02
  2.030041e+00    1.060150e+02
  2.033157e+00    1.071530e+02
  2.036273e+00    1.083053e+02
  2.039389e+00    1.095495e+02
  2.042505e+00    1.111454e+02
  2.045621e+00    1.134165e+02
  2.048737e+00    1.170201e+02
  2.051853e+00    1.223023e+02
  2.054969e+00    1.270333e+02
  2.058085e+00    1.290421e+02
  2.061201e+00    1.266482e+02
  2.064317e+00    1.211397e+02
  2.067433e+00    1.147176e+02
  2.070549e+00    1.098799e+02
  2.073665e+00    1.066853e+02
  2.076781e+00    1.048272e+02
  2.079897e+00    1.040854e+02
  2.083013e+00    1.041989e+02
  2.086128e+00    1.047751e+02
  2.089244e+00    1.050240e+02
  2.092360e+00    1.053679e+02
  2.095476e+00    1.054292e+02
  2.098592e+00    1.048975e+02
  2.101708e+00    1.036412e+02
  2.104824e+00    1.026209e+02
  2.107940e+00    1.022730e+02
  2.111056e+00    1.022804e+02
  2.114172e+00    1.024441e+02
  2.117288e+00    1.024902e+02
  2.120404e+00    1.021063e+02
  2.123520e+00    1.020986e+02
  2.126636e+00    1.021545e+02
  2.129752e+00    1.023452e+02
  2.132868e+00    1.020563e+02
  2.135984e+00    1.020001e+02
  2.139100e+00    1.017852e+02
  2.142216e+00    1.018271e+02
  2.145332e+00    1.018869e+02
  2.148447e+00    1.017969e+02
  2.151563e+00    1.014253e+02
  2.154679e+00    1.015937e+02
  2.157795e+00    1.020413e+02
  2.160911e+00    1.026047e+02
  2.164027e+00    1.027509e+02
  2.167143e+00    1.028040e+02
  2.170259e+00    1.025796e+02
  2.173375e+00    1.021735e+02
  2.176491e+00    1.020674e+02
  2.179607e+00    1.021849e+02
  2.182723e+00    1.020665e+02
  2.185839e+00    1.021676e+02
  2.188955e+00    1.021590e+02
  2.192071e+00    1.023125e+02
  2.195187e+00    1.022130e+02
  2.198303e+00    1.019468e+02
  2.201419e+00    1.019106e+02
  2.204535e+00    1.020657e+02
  2.207651e+00    1.024135e+02
  2.210766e+00    1.023238e+02
  2.213882e+00    1.023005e+02
  2.216998e+00    1.023455e+02
  2.220114e+00    1.027367e+02
  2.223230e+00    1.025141e+02
  2.226346e+00    1.027401e+02
  2.229462e+00    1.030429e+02
  2.232578e+00    1.035048e+02
  2.235694e+00    1.040352e+02
  2.238810e+00    1.047883e+02
  2.241926e+00    1.057527e+02
  2.245042e+00    1.063644e+02
  2.248158e+00    1.071839e+02
  2.251274e+00    1.074969e+02
  2.254390e+00    1.076948e+02
  2.257506e+00    1.077959e+02
  2.260622e+00    1.086243e+02
  2.263738e+00    1.091563e+02
  2.266854e+00    1.098096e+02
  2.269970e+00    1.117053e+02
  2.273085e+00    1.179620e+02
  2.276201e+00    1.326310e+02
  2.279317e+00    1.657976e+02
  2.282433e+00    2.326266e+02
  2.285549e+00    3.429591e+02
  2.288665e+00    4.726948e+02
  2.291781e+00    5.699857e+02
  2.294897e+00    5.846469e+02
  2.298013e+00    5.094137e+02
  2.301129e+00    3.871706e+02
  2.304245e+00    2.700762e+02
  2.307361e+00    1.897182e+02
  2.310477e+00    1.455524e+02
  2.313593e+00    1.240212e+02
  2.316709e+00    1.140028e+02
  2.319825e+00    1.096867e+02
  2.322941e+00    1.078208e+02
  2.326057e+00    1.076775e+02
  2.329173e+00    1.082205e+02
  2.332289e+00    1.098729e+02
  2.335404e+00    1.127867e+02
  2.338520e+00    1.169047e+02
  2.341636e+00    1.206393e+02
  2.344752e+00    1.231763e+02
  2.347868e+00    1.234032e+02
  2.350984e+00    1.211653e+02
  2.354100e+00    1.180488e+02
  2.357216e+00    1.162540e+02
  2.360332e+00    1.162472e+02
  2.363448e+00    1.181342e+02
  2.366564e+00    1.199482e+02
  2.369680e+00    1.203611e+02
  2.372796e+00    1.187759e+02
  2.375912e+00    1.152868e+02
  2.379028e+00    1.113741e+02
  2.382144e+00    1.076779e+02
  2.385260e+00    1.052548e+02
  2.388376e+00    1.033136e+02
  2.391492e+00    1.022966e+02
  2.394608e+00    1.018622e+02
  2.397723e+00    1.017187e+02
  2.400839e+00    1.016879e+02
  2.403955e+00    1.018976e+02
  2.407071e+00    1.019693e+02
  2.410187e+00    1.017021e+02
  2.413303e+00    1.015789e+02
  2.416419e+00    1.015247e+02
  2.419535e+00    1.016203e+02
  2.422651e+00    1.014512e+02
  2.425767e+00    1.012222e+02
  2.428883e+00    1.013606e+02
  2.431999e+00    1.012895e+02
  2.435115e+00    1.010650e+02
  2.438231e+00    1.009249e+02
  2.441347e+00    1.014303e+02
  2.444463e+00    1.018563e+02
  2.447579e+00    1.020963e+02
  2.450695e+00    1.018605e+02
