# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 2.000e-04, 2.000e-04 m
# PONI: 1.995e-01, 2.016e-01 m
# Distance Sample to Detector: 1.79502286468 m
# Rotations: -0.004483 0.004646 0.000019 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 1795.060 mm
# Center: x=1048.052, y=1039.198 pix
# Tilt: 0.370 deg  TiltPlanRot: 46.021 deg
# 
# Wavelength: 1.4235e-11
# Polarization factor: None
# Normalization factor: 1.0
# --> /Volumes/desy/desy_2018/TiAlNi/TiAlNi_1-00101.txt
#       2th_deg             I 
  1.515910e+00    1.140907e+02
  1.519026e+00    1.135779e+02
  1.522142e+00    1.130499e+02
  1.525257e+00    1.129944e+02
  1.528373e+00    1.129131e+02
  1.531489e+00    1.131702e+02
  1.534605e+00    1.129428e+02
  1.537721e+00    1.130384e+02
  1.540837e+00    1.130747e+02
  1.543953e+00    1.129097e+02
  1.547069e+00    1.125953e+02
  1.550185e+00    1.123392e+02
  1.553301e+00    1.122247e+02
  1.556417e+00    1.125096e+02
  1.559533e+00    1.126964e+02
  1.562649e+00    1.125030e+02
  1.565765e+00    1.122314e+02
  1.568881e+00    1.119169e+02
  1.571997e+00    1.119650e+02
  1.575113e+00    1.121679e+02
  1.578229e+00    1.127185e+02
  1.581345e+00    1.140469e+02
  1.584461e+00    1.170097e+02
  1.587576e+00    1.198564e+02
  1.590692e+00    1.217475e+02
  1.593808e+00    1.213437e+02
  1.596924e+00    1.191514e+02
  1.600040e+00    1.160787e+02
  1.603156e+00    1.134022e+02
  1.606272e+00    1.115685e+02
  1.609388e+00    1.107839e+02
  1.612504e+00    1.101340e+02
  1.615620e+00    1.094742e+02
  1.618736e+00    1.093584e+02
  1.621852e+00    1.094635e+02
  1.624968e+00    1.095117e+02
  1.628084e+00    1.093523e+02
  1.631200e+00    1.088902e+02
  1.634316e+00    1.085766e+02
  1.637432e+00    1.081650e+02
  1.640548e+00    1.080567e+02
  1.643664e+00    1.079043e+02
  1.646780e+00    1.079202e+02
  1.649895e+00    1.079842e+02
  1.653011e+00    1.078931e+02
  1.656127e+00    1.079373e+02
  1.659243e+00    1.080856e+02
  1.662359e+00    1.082772e+02
  1.665475e+00    1.081238e+02
  1.668591e+00    1.077288e+02
  1.671707e+00    1.075245e+02
  1.674823e+00    1.072929e+02
  1.677939e+00    1.067841e+02
  1.681055e+00    1.064913e+02
  1.684171e+00    1.064911e+02
  1.687287e+00    1.062712e+02
  1.690403e+00    1.062166e+02
  1.693519e+00    1.065361e+02
  1.696635e+00    1.065503e+02
  1.699751e+00    1.065458e+02
  1.702867e+00    1.063973e+02
  1.705983e+00    1.061417e+02
  1.709099e+00    1.059848e+02
  1.712214e+00    1.061131e+02
  1.715330e+00    1.060887e+02
  1.718446e+00    1.064297e+02
  1.721562e+00    1.078343e+02
  1.724678e+00    1.108046e+02
  1.727794e+00    1.143785e+02
  1.730910e+00    1.177171e+02
  1.734026e+00    1.191663e+02
  1.737142e+00    1.181799e+02
  1.740258e+00    1.153980e+02
  1.743374e+00    1.121528e+02
  1.746490e+00    1.089686e+02
  1.749606e+00    1.071366e+02
  1.752722e+00    1.060349e+02
  1.755838e+00    1.055766e+02
  1.758954e+00    1.050412e+02
  1.762070e+00    1.047892e+02
  1.765186e+00    1.042785e+02
  1.768302e+00    1.040313e+02
  1.771418e+00    1.040572e+02
  1.774533e+00    1.042164e+02
  1.777649e+00    1.043863e+02
  1.780765e+00    1.046026e+02
  1.783881e+00    1.043493e+02
  1.786997e+00    1.041024e+02
  1.790113e+00    1.042068e+02
  1.793229e+00    1.049401e+02
  1.796345e+00    1.068743e+02
  1.799461e+00    1.109528e+02
  1.802577e+00    1.181912e+02
  1.805693e+00    1.282907e+02
  1.808809e+00    1.387366e+02
  1.811925e+00    1.450374e+02
  1.815041e+00    1.450074e+02
  1.818157e+00    1.384125e+02
  1.821273e+00    1.277515e+02
  1.824389e+00    1.174275e+02
  1.827505e+00    1.102488e+02
  1.830621e+00    1.066657e+02
  1.833737e+00    1.054038e+02
  1.836852e+00    1.042075e+02
  1.839968e+00    1.037641e+02
  1.843084e+00    1.033818e+02
  1.846200e+00    1.033378e+02
  1.849316e+00    1.028604e+02
  1.852432e+00    1.026391e+02
  1.855548e+00    1.021430e+02
  1.858664e+00    1.011655e+02
  1.861780e+00    1.007211e+02
  1.864896e+00    1.008082e+02
  1.868012e+00    1.011544e+02
  1.871128e+00    1.014557e+02
  1.874244e+00    1.012306e+02
  1.877360e+00    1.009014e+02
  1.880476e+00    1.008295e+02
  1.883592e+00    1.009595e+02
  1.886708e+00    1.008231e+02
  1.889824e+00    1.007001e+02
  1.892940e+00    1.007293e+02
  1.896056e+00    1.011011e+02
  1.899171e+00    1.011026e+02
  1.902287e+00    1.007529e+02
  1.905403e+00    1.003227e+02
  1.908519e+00    1.000883e+02
  1.911635e+00    9.989743e+01
  1.914751e+00    9.960259e+01
  1.917867e+00    9.912309e+01
  1.920983e+00    9.922778e+01
  1.924099e+00    9.941364e+01
  1.927215e+00    9.956053e+01
  1.930331e+00    9.951361e+01
  1.933447e+00    9.914014e+01
  1.936563e+00    9.842104e+01
  1.939679e+00    9.832495e+01
  1.942795e+00    9.810480e+01
  1.945911e+00    9.831189e+01
  1.949027e+00    9.809720e+01
  1.952143e+00    9.806778e+01
  1.955259e+00    9.796538e+01
  1.958375e+00    9.813028e+01
  1.961490e+00    9.781832e+01
  1.964606e+00    9.774915e+01
  1.967722e+00    9.756225e+01
  1.970838e+00    9.761383e+01
  1.973954e+00    9.763571e+01
  1.977070e+00    9.804234e+01
  1.980186e+00    9.814639e+01
  1.983302e+00    9.795208e+01
  1.986418e+00    9.806317e+01
  1.989534e+00    9.888181e+01
  1.992650e+00    9.993143e+01
  1.995766e+00    1.009056e+02
  1.998882e+00    1.012395e+02
  2.001998e+00    1.011458e+02
  2.005114e+00    9.990865e+01
  2.008230e+00    9.859077e+01
  2.011346e+00    9.756763e+01
  2.014462e+00    9.703284e+01
  2.017578e+00    9.677477e+01
  2.020694e+00    9.677795e+01
  2.023809e+00    9.690839e+01
  2.026925e+00    9.679884e+01
  2.030041e+00    9.663094e+01
  2.033157e+00    9.722235e+01
  2.036273e+00    9.729885e+01
  2.039389e+00    9.736526e+01
  2.042505e+00    9.728188e+01
  2.045621e+00    9.810917e+01
  2.048737e+00    9.858225e+01
  2.051853e+00    9.886767e+01
  2.054969e+00    9.880139e+01
  2.058085e+00    9.894099e+01
  2.061201e+00    9.889608e+01
  2.064317e+00    9.858936e+01
  2.067433e+00    9.801853e+01
  2.070549e+00    9.766457e+01
  2.073665e+00    9.746098e+01
  2.076781e+00    9.716883e+01
  2.079897e+00    9.684818e+01
  2.083013e+00    9.646447e+01
  2.086128e+00    9.591349e+01
  2.089244e+00    9.544064e+01
  2.092360e+00    9.470857e+01
  2.095476e+00    9.446564e+01
  2.098592e+00    9.447118e+01
  2.101708e+00    9.475491e+01
  2.104824e+00    9.471114e+01
  2.107940e+00    9.465763e+01
  2.111056e+00    9.428988e+01
  2.114172e+00    9.381863e+01
  2.117288e+00    9.347876e+01
  2.120404e+00    9.334038e+01
  2.123520e+00    9.346244e+01
  2.126636e+00    9.379656e+01
  2.129752e+00    9.428722e+01
  2.132868e+00    9.406488e+01
  2.135984e+00    9.345169e+01
  2.139100e+00    9.318530e+01
  2.142216e+00    9.329559e+01
  2.145332e+00    9.338857e+01
  2.148447e+00    9.352071e+01
  2.151563e+00    9.369871e+01
  2.154679e+00    9.364955e+01
  2.157795e+00    9.381361e+01
  2.160911e+00    9.401762e+01
  2.164027e+00    9.424728e+01
  2.167143e+00    9.397281e+01
  2.170259e+00    9.354289e+01
  2.173375e+00    9.320434e+01
  2.176491e+00    9.312470e+01
  2.179607e+00    9.296851e+01
  2.182723e+00    9.314842e+01
  2.185839e+00    9.326191e+01
  2.188955e+00    9.319886e+01
  2.192071e+00    9.286314e+01
  2.195187e+00    9.293256e+01
  2.198303e+00    9.312516e+01
  2.201419e+00    9.344148e+01
  2.204535e+00    9.342107e+01
  2.207651e+00    9.330801e+01
  2.210766e+00    9.266924e+01
  2.213882e+00    9.240600e+01
  2.216998e+00    9.259856e+01
  2.220114e+00    9.293974e+01
  2.223230e+00    9.282839e+01
  2.226346e+00    9.280750e+01
  2.229462e+00    9.267908e+01
  2.232578e+00    9.271245e+01
  2.235694e+00    9.283333e+01
  2.238810e+00    9.291182e+01
  2.241926e+00    9.278449e+01
  2.245042e+00    9.263631e+01
  2.248158e+00    9.279424e+01
  2.251274e+00    9.302199e+01
  2.254390e+00    9.310988e+01
  2.257506e+00    9.316174e+01
  2.260622e+00    9.321197e+01
  2.263738e+00    9.285703e+01
  2.266854e+00    9.246169e+01
  2.269970e+00    9.259557e+01
  2.273085e+00    9.253579e+01
  2.276201e+00    9.274615e+01
  2.279317e+00    9.251159e+01
  2.282433e+00    9.221948e+01
  2.285549e+00    9.199348e+01
  2.288665e+00    9.187355e+01
  2.291781e+00    9.186872e+01
  2.294897e+00    9.220483e+01
  2.298013e+00    9.255749e+01
  2.301129e+00    9.263942e+01
  2.304245e+00    9.203986e+01
  2.307361e+00    9.149233e+01
  2.310477e+00    9.135374e+01
  2.313593e+00    9.114963e+01
  2.316709e+00    9.078200e+01
  2.319825e+00    9.069485e+01
  2.322941e+00    9.110134e+01
  2.326057e+00    9.106210e+01
  2.329173e+00    9.107562e+01
  2.332289e+00    9.080048e+01
  2.335404e+00    9.079414e+01
  2.338520e+00    9.125462e+01
  2.341636e+00    9.171407e+01
  2.344752e+00    9.225736e+01
  2.347868e+00    9.351405e+01
  2.350984e+00    9.483840e+01
  2.354100e+00    9.583537e+01
  2.357216e+00    9.594298e+01
  2.360332e+00    9.528152e+01
  2.363448e+00    9.396908e+01
  2.366564e+00    9.282418e+01
  2.369680e+00    9.184275e+01
  2.372796e+00    9.104251e+01
  2.375912e+00    9.082152e+01
  2.379028e+00    9.087018e+01
  2.382144e+00    9.101260e+01
  2.385260e+00    9.073553e+01
  2.388376e+00    9.021449e+01
  2.391492e+00    9.004251e+01
  2.394608e+00    9.007952e+01
  2.397723e+00    9.012763e+01
  2.400839e+00    9.006602e+01
  2.403955e+00    9.002845e+01
  2.407071e+00    9.013305e+01
  2.410187e+00    9.008694e+01
  2.413303e+00    9.024796e+01
  2.416419e+00    9.060390e+01
  2.419535e+00    9.069342e+01
  2.422651e+00    9.074718e+01
  2.425767e+00    9.105499e+01
  2.428883e+00    9.139948e+01
  2.431999e+00    9.112361e+01
  2.435115e+00    9.082932e+01
  2.438231e+00    9.068903e+01
  2.441347e+00    9.076750e+01
  2.444463e+00    9.052273e+01
  2.447579e+00    9.049187e+01
  2.450695e+00    9.035715e+01
  2.453811e+00    8.980257e+01
